postcode,suburb,state,lat,lng
0822,MILIKAPITI,NT,-12.43556,130.74806
0822,MILINGIMBI,NT,-12.09390,134.89700
0822,MILLWOOD,NT,-11.87640,131.92000
0822,MILYAKBURRA,NT,-13.77930,136.20200
0822,MINJILANG,NT,-11.14830,132.57700
0822,MOUNT BUNDEY,NT,-12.90380,131.67700
0822,MURRUMUJUK,NT,-12.28040,131.06500
0822,NAUIYU,NT,-13.75040,130.68800
0822,NEMARLUK,NT,-14.17390,130.16100
0822,NGANMARRIYANGA,NT,-14.33500,129.88300
0822,NGUIU,NT,-11.76089,130.63306
0822,NUMBULWAR,NT,-14.27620,135.74000
0822,NUMBURINDI,NT,-13.95940,135.79500
0822,OENPELLI,NT,-12.32554,133.05503
0822,PEPPIMENARTI,NT,-14.14570,130.08300
0822,PIRLANGIMPI,NT,-11.39030,130.42100
0822,POINT STEPHENS,NT,-11.87638,131.91965
0822,POINT STUART,NT,-12.57390,131.73200
0822,PULARUMPI,NT,-11.40386,130.41749
0822,PULUMPA,NT,-14.33500,129.88300
0822,RAKULA,NT,-13.12050,130.65700
0822,RAMINGINING,NT,-12.32830,134.92800
0822,ROBIN FALLS,NT,-13.30930,131.14700
0822,RUM JUNGLE,NT,-13.02460,130.96800
0822,SANDPALMS ROADHOUSE,NT,-12.81310,130.61700
0822,SOUTHPORT,NT,-12.72222,130.94917
0822,STAPLETON,NT,-13.20080,130.97600
0822,THAMARRURR,NT,-14.20100,129.64100
0822,TIPPERARY,NT,-13.54000,130.83800
0822,TIVENDALE,NT,-12.46510,130.95100
0822,TIWI ISLANDS,NT,-11.69690,130.87800
0822,TORTILLA FLATS,NT,-13.08450,131.12500
0822,TUMBLING WATERS,NT,-12.76560,130.95600
0822,UMBAKUMBA,NT,-13.86112,136.81161
0822,VERNON ISLANDS,NT,-12.05950,131.09400
0822,VIRGINIA,NT,-12.54830,131.01700
0822,WADEYE,NT,-14.24084,129.52076
0822,WAGAIT BEACH,NT,-12.43556,130.74806
0822,WAK WAK,NT,-12.66190,131.33500
0822,WARRUWI,NT,-11.65790,133.37800
0822,WEDDELL,NT,-12.67336,131.04777
0822,WEST ARNHEM,NT,-12.25620,133.65700
0822,WICKHAM,NT,-12.57330,130.92500
0822,WINNELLIE,NT,-12.42889,130.86972
0822,WISHART,NT,-12.45500,130.93100
0822,WOOLANING,NT,-13.10391,130.66701
0822,WURRUMIYANGA,NT,-11.76090,130.63300
0828,BERRIMAH,NT,-12.43389,130.92278
0828,KNUCKEY LAGOON,NT,-12.42583,130.94222
0829,HOLTZE,NT,-12.45870,130.96100
0829,PINELANDS,NT,-12.45870,130.96100
0830,ARCHER,NT,-12.51640,130.97100
0830,DRIVER,NT,-12.48508,130.97301
0830,DURACK,NT,-12.47508,130.97301
0830,FARRAR,NT,-12.47800,130.99100
0830,GRAY,NT,-12.49221,130.97892
0830,MARLOW LAGOON,NT,-12.49840,130.96452
0830,MOULDEN,NT,-12.51000,130.97600
0830,PALMERSTON,NT,-12.47846,130.98519
0830,SHOAL BAY,NT,-12.41225,130.97162
0830,WOODROFFE,NT,-12.49954,130.98100
0830,YARRAWONGA,NT,-12.47109,130.99012
0831,PALMERSTON,NT,-12.47846,130.98519
0832,BAKEWELL,NT,-12.49870,130.99300
0832,BELLAMACK,NT,-12.51480,130.98100
0832,GUNN,NT,-12.48869,130.99151
0832,JOHNSTON,NT,-12.48640,131.01000
0832,MITCHELL,NT,-12.52910,130.99430
0832,ROSEBERY,NT,-12.50483,130.99182
0832,ROSEBERY HEIGHTS,NT,-12.50183,130.98845
0832,ZUCCOLI,NT,-12.51020,131.00700
0834,VIRGINIA,NT,-12.54050,131.02900
0835,Coolalinga,NT,-12.52420,131.04200
0835,HOWARD SPRINGS,NT,-12.47790,131.06964
0835,VIRGINIA,NT,-12.47790,131.06964
0836,GIRRAWEEN,NT,-12.54232,131.15719
0836,HERBERT,NT,-12.54232,131.15719
0836,HUMPTY DOO,NT,-12.57530,131.10200
0837,MANTON,NT,-12.83160,131.16042
0837,NOONAMAH,NT,-12.63420,131.07400
0838,BERRY SPRINGS,NT,-12.71741,131.01923
0839,COOLALINGA,NT,-12.51886,131.04066
0840,DUNDEE BEACH,NT,-12.75754,130.39285
0840,DUNDEE DOWNS,NT,-12.76697,130.50254
0840,DUNDEE FOREST,NT,-12.80421,130.44845
0841,DARWIN RIVER,NT,-12.83574,130.97888
0845,BATCHELOR,NT,-13.07850,131.06252
0846,ADELAIDE RIVER,NT,-13.17483,131.14013
0847,PINE CREEK,NT,-13.83803,131.80044
0850,COSSACK,NT,-14.50520,132.19300
0850,EMUNGALAN,NT,-14.44120,132.25800
0850,KATHERINE,NT,-14.45211,132.27151
0850,KATHERINE EAST,NT,-14.46620,132.28500
0850,KATHERINE SOUTH,NT,-14.46900,132.25900
0850,LANSDOWNE,NT,-14.44870,132.36600
0851,KATHERINE,NT,-14.45211,132.27151
0852,ARNOLD,NT,-16.47130,134.28700
0852,BAINES,NT,-15.97850,129.00300
0852,BARUNGA,NT,-14.52080,132.86500
0852,BESWICK,NT,-14.55830,133.11414
0852,BESWICK CREEK,NT,-14.56430,133.07200
0852,BINJARI,NT,-14.55010,132.18400
0852,BIRDUM,NT,-16.30680,133.38500
0852,BRADSHAW,NT,-15.35890,131.26600
0852,BUCHANAN,NT,-17.10740,129.04500
0852,BULMAN WEEMOL,NT,-13.65390,134.31500
0852,CRESWELL,NT,-17.94630,135.47200
0852,DAGURAGU,NT,-17.41930,130.80200
0852,DALY WATERS,NT,-16.25333,133.36917
0852,DELAMERE,NT,-15.68480,131.67200
0852,DUNMARRA,NT,-16.67970,133.41200
0852,EDITH,NT,-14.30440,132.08200
0852,EDITH RIVER,NT,-14.25470,131.89300
0852,ELSEY,NT,-14.99480,133.47100
0852,ELSEY STATION,NT,-15.08420,133.12400
0852,FLORINA,NT,-14.57700,132.02800
0852,FLYING FOX,NT,-13.66360,134.34900
0852,GREGORY,NT,-15.63790,130.86700
0852,GULUNG MARDRULK,NT,-13.66010,134.35300
0852,GURINDJI,NT,-17.65660,130.90700
0852,HELEN SPRINGS STATION,NT,-18.43360,133.87600
0852,JILKMINGGAN,NT,-14.96150,133.29300
0852,KALKARINDJI,NT,-17.43330,130.83300
0852,KALKARINGI,NT,-17.43330,130.83300
0852,KATHERINE,NT,-14.45211,132.27151
0852,LAJAMANU,NT,-18.33255,130.63377
0852,LARRIMAH,NT,-15.57483,133.21710
0852,LIMMEN,NT,-14.89280,135.01000
0852,MANBULLOO,NT,-14.67629,132.08740
0852,MARANBOY,NT,-14.52670,132.78700
0852,MATARANKA,NT,-14.92340,133.06600
0852,MCARTHUR,NT,-16.62500,135.80000
0852,MINIYERI,NT,-15.22540,134.08000
0852,MINIYERRI,NT,-15.22770,134.08320
0852,NGUKURR,NT,-14.73280,134.73200
0852,NITJPURRU,NT,-16.47130,134.28700
0852,NITMILUK,NT,-14.07530,131.98300
0852,NUMBULWAR,NT,-14.27623,135.74025
0852,NUTWOOD DOWNS,NT,-16.47130,134.28700
0852,PELLEW ISLANDS,NT,-15.66080,136.81400
0852,PIGEON HOLE,NT,-16.78720,131.21400
0852,ROBINSON RIVER,NT,-16.15850,137.17500
0852,STURT PLATEAU,NT,-15.65910,132.61200
0852,TANAMI EAST,NT,-16.75520,132.57100
0852,TIMBER CREEK,NT,-15.64320,130.46700
0852,TOP SPRINGS,NT,-16.55030,131.80300
0852,URALLA,NT,-14.48580,132.32000
0852,VENN,NT,-14.59340,132.48000
0852,VICTORIA RIVER,NT,-16.71230,130.51800
0852,VICTORIA RIVER DOWNS,NT,-15.61640,131.12800
0852,WARUMUNGU,NT,-19.43660,134.22300
0852,WAVE HILL,NT,-17.43333,130.83333
0852,WILTON,NT,-14.40250,135.08600
0852,WUGULARR,NT,-16.47130,134.28700
0852,YARRALIN,NT,-16.45260,130.84200
0853,TINDAL,NT,-14.54730,132.37400
0853,TINDAL RAAF,NT,-14.51290,132.36500
0854,BORROLOOLA,NT,-16.06845,136.30971
0854,KING ASH BAY,NT,-15.93350,136.48300
0860,TENNANT CREEK,NT,-19.65739,134.18152
0861,BRUNCHILLY,NT,-18.87457,134.50050
0861,TENNANT CREEK,NT,-19.64836,134.18999
0862,AVON DOWNS,NT,-20.03030,137.49053
0862,CALVERT,NT,-17.13380,137.49400
0862,CRESSWELL DOWNS,NT,-19.20338,136.38666
0862,ELLIOTT,NT,-17.55361,133.54472
0862,HELEN SPRINGS,NT,-18.26077,133.99741
0862,MUCKATY STATION,NT,-18.91780,136.51626
0862,NEWCASTLE WATERS,NT,-17.36667,133.40000
0862,NICHOLSON,NT,-19.06010,136.68900
0862,PAMAYU,NT,-18.31890,133.79500
0862,PHILLIP CREEK STATION,NT,-18.79220,134.03100
0862,RENNER SPRINGS,NT,-18.31826,133.79470
0862,TABLELANDS,NT,-19.70890,135.82700
0862,TENNANT CREEK,NT,-19.64836,134.18999
0862,THREE WAYS,NT,-19.64840,134.19000
0862,WARREGO,NT,-18.91780,136.51626
0862,WOLLOGORANG STATION,NT,-18.91780,136.51626
0862,WYCLIFFE WELL,NT,-20.80000,134.23300
0870,ALICE SPRINGS,NT,-23.69804,133.88075
0870,ARALUEN,NT,-23.69610,133.85300
0870,BRAITLING,NT,-23.67530,133.86500
0870,CICCONE,NT,-23.69260,133.87000
0870,DESERT SPRINGS,NT,-23.71420,133.88900
0870,EAST SIDE,NT,-23.68870,133.90100
0870,GILLEN,NT,-23.70850,133.86500
0870,SADADEEN,NT,-23.70440,133.90300
0870,STUART,NT,-23.67650,133.88200
0870,THE GAP,NT,-23.71460,133.87400
0870,WHITE GUMS,NT,-23.75490,133.77200
0871,ALICE SPRINGS,NT,-23.69804,133.88075
0872,AHERRENGE,NT,-21.67210,135.23200
0872,ALI CURUNG,NT,-21.00278,134.40485
0872,ALICE SPRINGS,NT,-23.69804,133.88075
0872,AMATA,NT,-26.15090,131.14666
0872,AMOONGUNA,NT,-23.76380,133.92937
0872,AMPILATWATJA,NT,-21.65650,135.22500
0872,ANANGU PITJANTJATJARA YANKUNYTJATJARA,NT,-23.58870,131.28100
0872,ANATYE,NT,-22.68930,136.41100
0872,ANMATJERE,NT,-22.24570,133.42500
0872,ANTEWENEGERRDE,NT,-23.58870,131.28100
0872,AREYONGA,NT,-24.07306,132.26917
0872,ATITJERE,NT,-22.97970,134.93200
0872,AYERS RANGE SOUTH,NT,-26.19060,133.26800
0872,AYERS ROCK,NT,-25.34440,131.03700
0872,BARROW CREEK,NT,-21.37990,133.97600
0872,BURT PLAIN,NT,-23.53430,133.86300
0872,CANTEEN CREEK,NT,-20.64000,135.58800
0872,CHILLA WELL,NT,-21.54280,131.00000
0872,COSTELLO,NT,-21.15200,136.99800
0872,DAVENPORT,NT,-21.51230,133.90500
0872,DE ROSE HILL,NT,-26.55610,133.31100
0872,DOCKER RIVER,NT,-24.87420,129.08400
0872,ENGAWALA,NT,-22.80530,134.45800
0872,ERLDUNDA,NT,-25.19779,133.20080
0872,ERNABELLA,NT,-26.27960,132.13400
0872,ERNABELLA (PUKATJA),NT,-26.27960,132.13400
0872,FINKE,NT,-25.58160,134.57769
0872,FREGON,NT,-26.76550,132.02800
0872,GHAN,NT,-25.19900,133.20200
0872,GIBSON DESERT NORTH,WA,-22.28760,126.89244
0872,GIBSON DESERT SOUTH,WA,-25.01430,126.93000
0872,HAASTS BLUFF,NT,-21.67210,135.23200
0872,HALE,NT,-23.68120,134.21800
0872,HART,NT,-22.97990,134.91900
0872,HART RANGE,NT,-23.16670,134.83300
0872,HERMANNSBURG,NT,-23.94310,132.77800
0872,HUGH,NT,-23.81280,133.84700
0872,IMAMPA,NT,-25.12990,132.57000
0872,IMANPA,NT,-25.12990,132.57000
0872,INDULKANA,SA,-26.96610,133.30800
0872,INDULKANA (IWANTJA),SA,-26.96610,133.30800
0872,ININTI STORE,NT,-25.34760,131.06500
0872,IRRUNYTJU,WA,-25.12990,132.57000
0872,IWANTJA,SA,-26.96610,133.30800
0872,JAY CREEK,NT,-23.82540,133.48200
0872,KALKA,SA,-26.11710,129.15200
0872,KALTJITI,SA,-26.76550,132.02800
0872,KALTUKATJARA,NT,-24.87420,129.08400
0872,KANPA,WA,-25.12990,132.57000
0872,KANPI,SA,-26.16760,130.11800
0872,KINGS CREEK STATION,NT,-25.12990,132.57000
0872,KINTORE,NT,-23.27639,129.39028
0872,KIWIRRKURRA,WA,-22.81510,127.76200
0872,KULGERA,NT,-25.84360,133.28800
0872,KUNPARRKA,NT,-23.19890,131.80100
0872,LAKE MACKAY,NT,-22.59390,128.69500
0872,LAMBINA,SA,-26.98840,134.02100
0872,LARAMBA,NT,-22.54210,132.76100
0872,MACDONNELL RANGE,NT,-25.12990,132.57000
0872,MANTAMARU,WA,-25.12990,132.57000
0872,MEREENIE,NT,-23.89530,131.82600
0872,MIMILI,SA,-27.00610,132.71000
0872,MOUNT LIEBIG,NT,-23.26520,131.27100
0872,MOUNT ZEIL,NT,-23.68510,132.67400
0872,MULGA BORE,NT,-22.45260,134.21100
0872,MURPUTJA,SA,-26.15930,130.18400
0872,MURPUTJA HOMELANDS,NT,-26.15930,130.18400
0872,MUTITJULU,NT,-25.35070,131.06700
0872,NAMATJIRA,NT,-23.95400,132.77300
0872,NAPPERBY STATION,NT,-25.12990,132.57000
0872,NGAANYATJARRA-GILES,WA,-25.05550,128.31100
0872,NYAPARI,SA,-26.17580,130.22100
0872,NYIRRIPI,NT,-22.65230,130.56900
0872,PAPULANKUTJA,WA,-25.12990,132.57000
0872,PAPUNYA,NT,-23.20390,131.91500
0872,PATJARR,WA,-24.61630,126.31400
0872,PETERMANN,NT,-24.25210,131.51100
0872,PIPALYATJARA,SA,-26.16210,129.17100
0872,PITJANTJATJARA HOMELANDS,NT,-23.58870,131.28100
0872,PUKATJA,SA,-26.27960,132.13400
0872,SANDOVER,NT,-21.81470,135.93600
0872,SANTA TERESA,NT,-24.12932,134.37415
0872,SIMPSON,NT,-25.04660,136.74400
0872,TANAMI,NT,-19.95640,129.69700
0872,TARA,NT,-21.48960,133.99600
0872,TELEGRAPH STATION,NT,-25.12990,132.57000
0872,THANGKENHARENGE,NT,-23.58870,131.28100
0872,TI TREE,NT,-22.12856,133.41721
0872,TIEYON,SA,-26.10450,133.81900
0872,TITJIKALA,NT,-24.68020,134.07500
0872,TJIRRKARLI,WA,-26.00170,125.47100
0872,TJUKURLA,WA,-24.34750,128.71900
0872,ULURU,NT,-25.34443,131.03688
0872,UMPANGARA,NT,-23.58870,131.28100
0872,UMUWA,SA,-26.46620,132.04100
0872,URAPUNTJA,NT,-21.89980,134.84100
0872,WALLACE ROCKHOLE,NT,-24.12360,133.09000
0872,WANARN,NT,-23.58870,131.28100
0872,WARAKURNA,WA,-25.00110,128.28800
0872,WATARRU,SA,-27.02360,129.90100
0872,WATINUMA,SA,-26.52240,131.88100
0872,WILLOWRA,NT,-21.24777,132.61114
0872,WILORA,NT,-21.74630,133.72600
0872,WINGELLINA,WA,-26.06440,128.93100
0872,WUTUNUGURRA,NT,-20.46320,135.25100
0872,YUELAMU,NT,-22.25697,132.20741
0872,YUENDUMU,NT,-22.25381,131.79573
0872,YULARA,NT,-25.23349,130.98487
0872,YUNYARINYI,SA,-26.32710,132.44700
0873,AMOONGUNA,NT,-23.76380,133.92900
0873,ARUMBERA,NT,-23.76950,133.86800
0873,CONNELLAN,NT,-23.77210,133.91200
0873,HEAVITREE GAP CPA,NT,-23.76380,133.92900
0873,ILPARPA,NT,-23.75480,133.82000
0873,KILGARIFF,NT,-23.74990,133.87600
0873,ROSS,NT,-23.74550,133.90100
0874,IRLPME,NT,-23.64070,133.86600
0874,MOUNT JOHNS,NT,-23.72300,133.89000
0874,UNDOOLYA,NT,-23.68480,133.92200
0875,FLYNN,NT,-23.72080,133.86500
0875,LARAPINTA,NT,-23.69310,133.83100
0880,GAPUWIYAK,NT,-12.50320,135.80600
0880,GOVE,NT,-12.18250,136.78194
0880,GUNYANGARA,NT,-12.22560,136.70200
0880,NHULUNBUY,NT,-12.18250,136.78194
0880,YIRRKALA,NT,-12.25280,136.89200
0881,NHULUNBUY,NT,-12.18250,136.78194
0885,ALYANGULA,NT,-13.85290,136.42200
0886,JABIRU,NT,-12.66884,132.83454
0906,WINNELLIE,NT,-12.42889,130.86972
0907,WINNELLIE,NT,-12.42889,130.86972
0909,CHARLES DARWIN UNIVERSITY,NT,-12.37180,130.86900
0909,UNIVERSITY,NT,-12.37180,130.86900
1001,SYDNEY,NSW,-33.86882,151.20930
1002,SYDNEY,NSW,-33.86882,151.20930
1003,SYDNEY,NSW,-33.86882,151.20930
1004,SYDNEY,NSW,-33.86882,151.20930
1005,SYDNEY,NSW,-33.86882,151.20930
1006,SYDNEY,NSW,-33.86882,151.20930
1007,SYDNEY,NSW,-33.86882,151.20930
1008,SYDNEY,NSW,-33.86882,151.20930
1009,SYDNEY,NSW,-33.86882,151.20930
1010,SYDNEY,NSW,-33.86882,151.20930
1020,SYDNEY,NSW,-33.86882,151.20930
1021,SYDNEY,NSW,-33.86882,151.20930
1022,SYDNEY,NSW,-33.86882,151.20930
1023,SYDNEY,NSW,-33.86882,151.20930
1025,SYDNEY,NSW,-33.86882,151.20930
1026,SYDNEY,NSW,-33.86882,151.20930
1027,SYDNEY,NSW,-33.86882,151.20930
1028,SYDNEY,NSW,-33.86882,151.20930
1029,SYDNEY,NSW,-33.86882,151.20930
1030,SYDNEY,NSW,-33.86882,151.20930
1031,SYDNEY,NSW,-33.86882,151.20930
1032,SYDNEY,NSW,-33.86882,151.20930
1033,SYDNEY,NSW,-33.86882,151.20930
1034,SYDNEY,NSW,-33.86882,151.20930
1035,SYDNEY,NSW,-33.86882,151.20930
1036,SYDNEY,NSW,-33.86882,151.20930
1037,SYDNEY,NSW,-33.86882,151.20930
1038,SYDNEY,NSW,-33.86882,151.20930
1039,SYDNEY,NSW,-33.86882,151.20930
1040,SYDNEY,NSW,-33.86882,151.20930
1041,SYDNEY,NSW,-33.86882,151.20930
1042,SYDNEY,NSW,-33.86882,151.20930
1043,SYDNEY,NSW,-33.86882,151.20930
1044,SYDNEY,NSW,-33.86882,151.20930
1045,SYDNEY,NSW,-33.86882,151.20930
1046,SYDNEY,NSW,-33.86882,151.20930
1100,SYDNEY,NSW,-33.86882,151.20930
1101,SYDNEY,NSW,-33.86882,151.20930
1105,SYDNEY,NSW,-33.86882,151.20930
1106,SYDNEY,NSW,-33.86882,151.20930
1107,SYDNEY,NSW,-33.86882,151.20930
1108,SYDNEY,NSW,-33.86882,151.20930
1109,SYDNEY,NSW,-33.86882,151.20930
1110,SYDNEY,NSW,-33.86882,151.20930
1112,SYDNEY,NSW,-33.86882,151.20930
1113,SYDNEY,NSW,-33.86882,151.20930
1114,SYDNEY,NSW,-33.86882,151.20930
1115,SYDNEY,NSW,-33.86882,151.20930
1116,SYDNEY,NSW,-33.86882,151.20930
1117,SYDNEY,NSW,-33.86882,151.20930
1118,SYDNEY,NSW,-33.86882,151.20930
1119,SYDNEY,NSW,-33.86882,151.20930
1120,SYDNEY,NSW,-33.86882,151.20930
1121,SYDNEY,NSW,-33.86882,151.20930
1122,SYDNEY,NSW,-33.86882,151.20930
1123,SYDNEY,NSW,-33.86882,151.20930
1124,SYDNEY,NSW,-33.86882,151.20930
1125,SYDNEY,NSW,-33.86882,151.20930
1126,SYDNEY,NSW,-33.86882,151.20930
1127,SYDNEY,NSW,-33.86882,151.20930
1128,SYDNEY,NSW,-33.86882,151.20930
1129,SYDNEY,NSW,-33.86882,151.20930
1130,SYDNEY,NSW,-33.86882,151.20930
1131,SYDNEY,NSW,-33.86882,151.20930
1132,SYDNEY,NSW,-33.86882,151.20930
1133,SYDNEY,NSW,-33.86882,151.20930
1134,SYDNEY,NSW,-33.86882,151.20930
1135,SYDNEY,NSW,-33.86882,151.20930
1136,SYDNEY,NSW,-33.86882,151.20930
1137,SYDNEY,NSW,-33.86882,151.20930
1138,SYDNEY,NSW,-33.86882,151.20930
1139,SYDNEY,NSW,-33.86882,151.20930
1140,SYDNEY,NSW,-33.86882,151.20930
1141,SYDNEY,NSW,-33.86882,151.20930
1142,SYDNEY,NSW,-33.86882,151.20930
1143,SYDNEY,NSW,-33.86882,151.20930
1144,SYDNEY,NSW,-33.86882,151.20930
1145,SYDNEY,NSW,-33.86882,151.20930
1146,SYDNEY,NSW,-33.86882,151.20930
1147,SYDNEY,NSW,-33.86882,151.20930
1148,SYDNEY,NSW,-33.86882,151.20930
1149,SYDNEY,NSW,-33.86882,151.20930
1150,SYDNEY,NSW,-33.86882,151.20930
1151,SYDNEY,NSW,-33.86882,151.20930
1152,SYDNEY,NSW,-33.86882,151.20930
1153,SYDNEY,NSW,-33.86882,151.20930
1154,SYDNEY,NSW,-33.86882,151.20930
1155,SYDNEY,NSW,-33.86882,151.20930
1156,SYDNEY,NSW,-33.86882,151.20930
1157,SYDNEY,NSW,-33.86882,151.20930
1158,SYDNEY,NSW,-33.86882,151.20930
1159,SYDNEY,NSW,-33.86882,151.20930
1160,SYDNEY,NSW,-33.86882,151.20930
1161,SYDNEY,NSW,-33.86882,151.20930
1162,SYDNEY,NSW,-33.86882,151.20930
1163,SYDNEY,NSW,-33.86882,151.20930
1164,SYDNEY,NSW,-33.86882,151.20930
1165,SYDNEY,NSW,-33.86882,151.20930
1166,SYDNEY,NSW,-33.86882,151.20930
